Ward number ,Ward Name,Number of Connections,Consumption in ML,avg_household_size,income_level,water_efficiency
3072,Synthetic Ward 2874,7912,98.08,3,Low,0.69
3073,Synthetic Ward 2875,4727,98.82,5,High,0.67
3074,Synthetic Ward 2876,5943,436.03,2,Low,0.72
3075,Synthetic Ward 2877,8742,236.08,2,Middle,0.67
3076,Synthetic Ward 2878,3556,430.6,6,Low,0.67
3077,Synthetic Ward 2879,368,10.35,6,Middle,0.9
3078,Synthetic Ward 2880,3779,413.26,4,Middle,0.56
3079,Synthetic Ward 2881,6750,386.19,5,Low,0.99
3080,Synthetic Ward 2882,5766,444.35,2,Low,0.78
3081,Synthetic Ward 2883,271,457.05,6,Middle,0.59
3082,Synthetic Ward 2884,1704,144.07,5,High,0.57
3083,Synthetic Ward 2885,5414,127.58,6,Low,0.8
3084,Synthetic Ward 2886,8401,365.5,6,Middle,0.82
3085,Synthetic Ward 2887,5939,200.82,2,Middle,0.53
3086,Synthetic Ward 2888,3127,384.93,2,High,0.62
3087,Synthetic Ward 2889,9000,337.29,6,Low,0.9
3088,Synthetic Ward 2890,8311,30.26,3,Middle,0.52
3089,Synthetic Ward 2891,9300,10.92,6,High,0.93
3090,Synthetic Ward 2892,3388,69.9,6,Middle,0.83
3091,Synthetic Ward 2893,5148,120.96,4,Low,0.72
3092,Synthetic Ward 2894,9404,380.67,4,High,0.67
3093,Synthetic Ward 2895,1670,60.14,4,Middle,0.51
3094,Synthetic Ward 2896,6297,270.99,3,High,0.91
3095,Synthetic Ward 2897,4097,230.76,3,Low,0.57
3096,Synthetic Ward 2898,6437,43.28,6,High,0.65
3097,Synthetic Ward 2899,9381,102.98,4,Low,0.78
3098,Synthetic Ward 2900,5104,429.96,3,Middle,0.62
3099,Synthetic Ward 2901,5367,201.13,2,Low,0.75
3100,Synthetic Ward 2902,8778,466.39,6,Middle,0.9
3101,Synthetic Ward 2903,9399,482.92,5,Middle,0.74
3102,Synthetic Ward 2904,5318,297.07,6,Low,0.97
3103,Synthetic Ward 2905,7930,44.39,5,Middle,0.92
3104,Synthetic Ward 2906,2041,326.05,4,High,0.67
3105,Synthetic Ward 2907,9101,312.3,5,Middle,0.7
3106,Synthetic Ward 2908,9726,126.69,4,Low,0.71
3107,Synthetic Ward 2909,5308,39.41,2,High,0.81
3108,Synthetic Ward 2910,9937,467.21,5,High,0.64
3109,Synthetic Ward 2911,8841,28.02,6,Middle,0.98
3110,Synthetic Ward 2912,1516,57.58,4,Middle,0.8
3111,Synthetic Ward 2913,1559,472.01,6,Low,0.7
3112,Synthetic Ward 2914,3413,80.77,3,High,0.82
3113,Synthetic Ward 2915,6457,162.38,4,Low,0.7
3114,Synthetic Ward 2916,8505,27.04,5,Middle,0.91
3115,Synthetic Ward 2917,6549,10.36,4,High,0.78
3116,Synthetic Ward 2918,1804,140.96,6,Low,0.52
3117,Synthetic Ward 2919,2589,390.31,2,Low,0.59
3118,Synthetic Ward 2920,3940,479.74,4,Low,0.93
3119,Synthetic Ward 2921,693,373.09,5,Low,0.78
3120,Synthetic Ward 2922,900,319.76,3,Low,0.98
3121,Synthetic Ward 2923,6286,477.21,2,High,0.54
3122,Synthetic Ward 2924,9098,171.23,3,Low,0.65
3123,Synthetic Ward 2925,5265,66.4,4,High,0.6
3124,Synthetic Ward 2926,2083,467.12,6,Low,0.78
3125,Synthetic Ward 2927,896,58.15,6,Middle,0.69
3126,Synthetic Ward 2928,4566,398.05,5,Middle,0.58
3127,Synthetic Ward 2929,1617,136.21,6,Low,0.82
3128,Synthetic Ward 2930,7925,109.57,2,Middle,0.77
3129,Synthetic Ward 2931,4256,255.82,6,High,0.64
3130,Synthetic Ward 2932,500,98.28,5,Low,0.74
3131,Synthetic Ward 2933,164,340.75,4,High,0.87
3132,Synthetic Ward 2934,4005,351.7,4,Low,0.6
3133,Synthetic Ward 2935,1809,221.04,6,Middle,0.65
3134,Synthetic Ward 2936,143,267.49,3,High,0.67
3135,Synthetic Ward 2937,1088,354.55,4,Middle,0.87
3136,Synthetic Ward 2938,5913,186.93,6,Middle,0.92
3137,Synthetic Ward 2939,7925,256.45,5,Low,0.69
3138,Synthetic Ward 2940,545,491.61,6,High,0.65
3139,Synthetic Ward 2941,386,486.17,4,Middle,0.94
3140,Synthetic Ward 2942,5778,316.25,5,Low,1.0
3141,Synthetic Ward 2943,5549,379.95,6,Low,0.84
3142,Synthetic Ward 2944,1611,464.66,2,Low,0.99
3143,Synthetic Ward 2945,8459,17.92,5,Middle,0.83
3144,Synthetic Ward 2946,684,195.38,2,Low,0.87
3145,Synthetic Ward 2947,3039,285.38,3,High,0.69
3146,Synthetic Ward 2948,8497,486.86,5,High,0.72
3147,Synthetic Ward 2949,9253,382.6,2,Middle,0.57
3148,Synthetic Ward 2950,4288,412.95,4,High,0.91
3149,Synthetic Ward 2951,6456,86.07,4,Low,0.97
3150,Synthetic Ward 2952,4961,403.03,3,Middle,0.81
3151,Synthetic Ward 2953,5091,352.77,5,Low,0.67
3152,Synthetic Ward 2954,1622,400.69,5,Middle,0.58
3153,Synthetic Ward 2955,8788,402.72,5,Middle,0.63
3154,Synthetic Ward 2956,8118,138.33,3,Low,0.63
3155,Synthetic Ward 2957,875,420.83,5,High,0.81
3156,Synthetic Ward 2958,4037,294.85,4,High,0.97
3157,Synthetic Ward 2959,9180,337.87,2,Middle,0.52
3158,Synthetic Ward 2960,3476,437.01,4,Low,0.5
3159,Synthetic Ward 2961,8037,122.12,4,Low,0.8
3160,Synthetic Ward 2962,4009,75.4,2,Middle,0.64
3161,Synthetic Ward 2963,749,196.81,4,High,0.94
3162,Synthetic Ward 2964,6644,15.23,3,Low,0.66
3163,Synthetic Ward 2965,6948,428.72,2,High,0.64
3164,Synthetic Ward 2966,5314,398.16,4,High,0.63
3165,Synthetic Ward 2967,5933,46.44,6,Middle,0.57
3166,Synthetic Ward 2968,8810,143.78,4,Middle,0.79
3167,Synthetic Ward 2969,627,302.28,3,High,0.58
3168,Synthetic Ward 2970,5544,279.83,5,Low,0.71
3169,Synthetic Ward 2971,8757,334.08,4,Low,0.73
3170,Synthetic Ward 2972,5756,460.16,5,Middle,0.51
3171,Synthetic Ward 2973,7586,335.01,6,High,0.51
3172,Synthetic Ward 2974,6219,57.66,4,Low,0.76
3173,Synthetic Ward 2975,6455,79.0,2,Low,0.85
3174,Synthetic Ward 2976,3011,127.56,5,Middle,0.97
3175,Synthetic Ward 2977,6070,486.55,6,High,0.59
3176,Synthetic Ward 2978,9379,263.09,2,Low,0.55
3177,Synthetic Ward 2979,6126,334.51,2,Middle,0.53
3178,Synthetic Ward 2980,684,177.76,2,Low,0.72
3179,Synthetic Ward 2981,3771,353.37,2,Low,0.81
3180,Synthetic Ward 2982,3991,425.45,4,Low,0.92
3181,Synthetic Ward 2983,3836,64.25,4,Middle,0.84
3182,Synthetic Ward 2984,3918,300.67,4,High,0.6
3183,Synthetic Ward 2985,6654,458.88,6,Middle,0.73
3184,Synthetic Ward 2986,4387,89.67,6,High,0.96
3185,Synthetic Ward 2987,2838,298.7,6,Low,0.66
3186,Synthetic Ward 2988,3619,106.98,3,High,0.75
3187,Synthetic Ward 2989,2480,82.55,6,Low,0.98
3188,Synthetic Ward 2990,8652,30.02,4,Low,0.87
3189,Synthetic Ward 2991,9912,439.64,4,Middle,0.87
3190,Synthetic Ward 2992,3769,432.65,3,Low,0.63
3191,Synthetic Ward 2993,6868,439.19,3,Middle,0.71
3192,Synthetic Ward 2994,5794,283.85,6,High,0.54
3193,Synthetic Ward 2995,2949,224.86,5,High,0.8
3194,Synthetic Ward 2996,4508,50.08,3,Low,0.55
3195,Synthetic Ward 2997,879,407.49,2,Middle,0.92
3196,Synthetic Ward 2998,7467,25.51,4,Low,0.91
3197,Synthetic Ward 2999,486,100.22,2,Middle,0.77
3198,Synthetic Ward 3000,3280,337.93,4,Middle,0.57
3199,Synthetic Ward 3001,8549,123.52,4,Middle,0.51
3200,Synthetic Ward 3002,5328,434.67,3,High,0.9
3201,Synthetic Ward 3003,5819,476.43,3,Middle,0.8
3202,Synthetic Ward 3004,7844,442.62,2,High,0.86
3203,Synthetic Ward 3005,8495,315.03,4,Middle,0.65
3204,Synthetic Ward 3006,6631,134.63,2,High,0.75
3205,Synthetic Ward 3007,3398,101.47,5,High,0.87
3206,Synthetic Ward 3008,2764,54.49,2,High,0.73
3207,Synthetic Ward 3009,3215,118.72,6,Low,0.8
3208,Synthetic Ward 3010,4201,478.35,2,Middle,0.89
3209,Synthetic Ward 3011,2778,256.13,6,Low,0.61
3210,Synthetic Ward 3012,7862,235.8,6,Middle,0.53
3211,Synthetic Ward 3013,1715,240.07,6,Middle,0.77
3212,Synthetic Ward 3014,1903,172.74,5,Low,0.53
3213,Synthetic Ward 3015,9705,486.66,2,High,0.88
3214,Synthetic Ward 3016,3747,232.87,2,Middle,0.86
3215,Synthetic Ward 3017,8069,179.29,5,High,0.94
3216,Synthetic Ward 3018,365,294.55,4,Low,0.82
3217,Synthetic Ward 3019,4587,303.43,3,High,0.53
3218,Synthetic Ward 3020,375,236.93,2,Middle,0.63
3219,Synthetic Ward 3021,3474,49.28,3,Middle,0.9
3220,Synthetic Ward 3022,7488,116.95,5,Middle,0.58
3221,Synthetic Ward 3023,8822,56.47,4,Low,0.85
3222,Synthetic Ward 3024,2509,305.53,4,Middle,0.89
3223,Synthetic Ward 3025,6740,137.88,4,Low,0.67
3224,Synthetic Ward 3026,7549,414.87,5,High,0.66
3225,Synthetic Ward 3027,1735,337.4,6,Middle,0.78
3226,Synthetic Ward 3028,4138,12.94,6,Middle,0.93
3227,Synthetic Ward 3029,9694,18.26,3,Middle,0.61
3228,Synthetic Ward 3030,7356,272.34,6,High,0.97
3229,Synthetic Ward 3031,1444,74.64,6,Middle,0.8
3230,Synthetic Ward 3032,9792,251.23,4,Low,1.0
3231,Synthetic Ward 3033,7836,407.08,4,High,0.54
3232,Synthetic Ward 3034,3015,34.93,3,High,0.56
3233,Synthetic Ward 3035,6965,268.93,2,High,0.91
3234,Synthetic Ward 3036,8748,208.28,3,High,0.93
3235,Synthetic Ward 3037,6294,102.4,3,High,0.72
3236,Synthetic Ward 3038,5246,447.11,5,Low,0.86
3237,Synthetic Ward 3039,4211,180.6,5,High,0.93
3238,Synthetic Ward 3040,7855,39.08,3,Middle,0.52
3239,Synthetic Ward 3041,4762,65.91,3,High,0.79
3240,Synthetic Ward 3042,5411,361.63,3,High,0.93
3241,Synthetic Ward 3043,930,136.73,6,High,0.7
3242,Synthetic Ward 3044,9207,11.23,5,High,0.65
3243,Synthetic Ward 3045,1123,220.21,3,High,0.9
3244,Synthetic Ward 3046,3016,280.98,4,Low,0.67
3245,Synthetic Ward 3047,8707,341.57,4,Low,0.5
3246,Synthetic Ward 3048,5153,370.73,6,High,0.98
3247,Synthetic Ward 3049,2193,275.49,6,Low,0.8
3248,Synthetic Ward 3050,8123,490.4,2,Middle,0.91
3249,Synthetic Ward 3051,772,37.35,2,High,0.91
3250,Synthetic Ward 3052,2889,34.36,2,Middle,0.53
3251,Synthetic Ward 3053,2056,21.66,6,Middle,0.59
3252,Synthetic Ward 3054,3693,231.24,6,High,0.66
3253,Synthetic Ward 3055,6177,439.24,6,Middle,0.66
3254,Synthetic Ward 3056,3443,139.15,4,Middle,0.83
3255,Synthetic Ward 3057,9700,289.64,6,Middle,0.81
3256,Synthetic Ward 3058,5054,104.15,4,High,0.75
3257,Synthetic Ward 3059,7022,128.27,2,High,0.61
3258,Synthetic Ward 3060,7836,327.32,2,Middle,0.69
3259,Synthetic Ward 3061,949,188.48,2,High,0.77
3260,Synthetic Ward 3062,9778,377.49,3,High,0.73
3261,Synthetic Ward 3063,5628,269.24,3,Middle,0.56
3262,Synthetic Ward 3064,371,244.42,5,High,0.82
3263,Synthetic Ward 3065,5902,157.07,5,Low,0.54
3264,Synthetic Ward 3066,2949,110.39,5,High,0.69
3265,Synthetic Ward 3067,9368,483.46,3,Low,0.86
3266,Synthetic Ward 3068,1072,461.89,3,Middle,0.51
3267,Synthetic Ward 3069,6383,391.49,5,High,0.78
3268,Synthetic Ward 3070,4221,360.49,5,Middle,0.67
3269,Synthetic Ward 3071,8121,174.93,6,Middle,0.5
3270,Synthetic Ward 3072,7549,16.43,5,Middle,0.6
3271,Synthetic Ward 3073,9289,217.95,6,Middle,0.97
3272,Synthetic Ward 3074,4596,441.31,4,Middle,0.76
3273,Synthetic Ward 3075,4503,84.03,3,High,1.0
3274,Synthetic Ward 3076,7114,417.28,5,Low,0.76
3275,Synthetic Ward 3077,2453,346.75,3,High,0.77
3276,Synthetic Ward 3078,3481,102.92,3,High,0.7
3277,Synthetic Ward 3079,4300,418.93,3,High,0.66
3278,Synthetic Ward 3080,4018,185.35,4,High,0.63
3279,Synthetic Ward 3081,308,401.92,2,Low,0.67
3280,Synthetic Ward 3082,351,59.04,5,High,0.73
3281,Synthetic Ward 3083,100,336.37,2,Middle,0.6
3282,Synthetic Ward 3084,7022,336.82,2,High,0.61
3283,Synthetic Ward 3085,4833,95.54,2,High,0.64
3284,Synthetic Ward 3086,1053,458.38,3,Low,0.72
3285,Synthetic Ward 3087,9077,297.72,6,Low,0.83
3286,Synthetic Ward 3088,216,327.46,3,Middle,0.93
3287,Synthetic Ward 3089,4764,207.98,3,High,0.64
3288,Synthetic Ward 3090,1223,315.35,2,High,0.59
3289,Synthetic Ward 3091,1681,283.29,3,High,0.69
3290,Synthetic Ward 3092,364,185.41,2,Middle,0.95
3291,Synthetic Ward 3093,9887,233.62,6,Low,0.5
3292,Synthetic Ward 3094,1298,294.11,5,Middle,0.84
3293,Synthetic Ward 3095,449,278.44,2,High,0.74
3294,Synthetic Ward 3096,7654,84.7,6,Low,0.58
3295,Synthetic Ward 3097,4456,433.04,5,Low,0.66
3296,Synthetic Ward 3098,8783,266.32,4,Middle,0.61
3297,Synthetic Ward 3099,1797,12.65,2,Low,0.94
3298,Synthetic Ward 3100,1930,207.06,2,Low,0.74
3299,Synthetic Ward 3101,4916,371.37,4,High,0.78
3300,Synthetic Ward 3102,2081,349.72,4,High,0.8
3301,Synthetic Ward 3103,6729,32.05,2,Low,0.82
3302,Synthetic Ward 3104,7783,281.23,4,Low,0.75
3303,Synthetic Ward 3105,2998,65.3,3,Middle,0.51
3304,Synthetic Ward 3106,8143,191.43,5,Middle,0.67
3305,Synthetic Ward 3107,1477,122.22,5,Low,0.59
3306,Synthetic Ward 3108,2391,389.11,5,High,0.84
3307,Synthetic Ward 3109,7304,395.5,3,Low,0.53
3308,Synthetic Ward 3110,9419,337.02,4,Low,0.78
3309,Synthetic Ward 3111,8736,185.06,6,High,0.61
3310,Synthetic Ward 3112,7810,439.05,4,High,0.97
3311,Synthetic Ward 3113,3117,189.3,2,Middle,0.67
3312,Synthetic Ward 3114,5361,366.55,5,Middle,0.66
3313,Synthetic Ward 3115,2985,449.27,4,Middle,0.96
3314,Synthetic Ward 3116,9304,325.71,6,Middle,0.71
3315,Synthetic Ward 3117,350,438.06,2,High,0.98
3316,Synthetic Ward 3118,3625,362.99,3,Low,0.51
3317,Synthetic Ward 3119,4233,318.75,3,Middle,0.65
3318,Synthetic Ward 3120,7011,308.73,6,Middle,0.83
3319,Synthetic Ward 3121,9970,451.71,2,High,0.95
3320,Synthetic Ward 3122,9633,309.56,5,High,0.63
3321,Synthetic Ward 3123,4313,414.16,4,Low,0.97
3322,Synthetic Ward 3124,365,492.26,2,Low,0.8
3323,Synthetic Ward 3125,8798,467.43,3,High,0.9
3324,Synthetic Ward 3126,6630,462.71,6,Middle,0.7
3325,Synthetic Ward 3127,4707,464.79,6,Middle,0.61
3326,Synthetic Ward 3128,809,191.03,4,Middle,0.96
3327,Synthetic Ward 3129,3558,142.38,6,Low,0.97
3328,Synthetic Ward 3130,8756,220.85,6,Middle,0.75
3329,Synthetic Ward 3131,1992,400.24,2,Middle,0.5
3330,Synthetic Ward 3132,2067,408.89,5,High,0.55
3331,Synthetic Ward 3133,8651,460.66,4,Middle,0.79
3332,Synthetic Ward 3134,8722,168.83,2,High,0.51
3333,Synthetic Ward 3135,3467,332.02,5,Middle,0.7
3334,Synthetic Ward 3136,6075,69.65,2,Low,0.65
3335,Synthetic Ward 3137,8829,338.28,2,Middle,0.86
3336,Synthetic Ward 3138,9344,333.65,6,Middle,0.53
3337,Synthetic Ward 3139,667,12.91,5,High,0.74
3338,Synthetic Ward 3140,8186,25.81,4,High,0.79
3339,Synthetic Ward 3141,9170,151.48,4,High,0.81
3340,Synthetic Ward 3142,4951,411.44,5,Middle,0.7
3341,Synthetic Ward 3143,2726,199.08,6,Middle,0.65
3342,Synthetic Ward 3144,6965,93.31,3,Low,0.84
3343,Synthetic Ward 3145,7031,428.59,2,Middle,0.92
3344,Synthetic Ward 3146,7821,484.71,6,Low,0.85
3345,Synthetic Ward 3147,9096,125.66,5,High,0.97
3346,Synthetic Ward 3148,6168,176.44,2,High,0.86
3347,Synthetic Ward 3149,4659,215.0,4,High,0.88
3348,Synthetic Ward 3150,6279,27.59,3,Low,0.58
3349,Synthetic Ward 3151,8434,127.55,4,Middle,0.71
3350,Synthetic Ward 3152,9232,138.48,5,High,0.74
3351,Synthetic Ward 3153,3157,493.69,2,Middle,0.63
3352,Synthetic Ward 3154,2366,10.81,5,Middle,0.76
3353,Synthetic Ward 3155,4626,403.73,2,High,0.65
3354,Synthetic Ward 3156,7433,35.38,6,Low,0.84
3355,Synthetic Ward 3157,7138,399.49,3,Middle,0.74
3356,Synthetic Ward 3158,3444,159.88,6,High,0.73
3357,Synthetic Ward 3159,8337,190.78,6,Middle,0.99
3358,Synthetic Ward 3160,8195,253.72,5,Middle,0.7
3359,Synthetic Ward 3161,5087,490.62,3,Middle,0.68
3360,Synthetic Ward 3162,8719,474.94,2,Middle,0.66
3361,Synthetic Ward 3163,3756,437.72,2,Middle,0.95
3362,Synthetic Ward 3164,7031,361.9,4,Low,0.75
3363,Synthetic Ward 3165,323,28.27,2,Low,0.8
3364,Synthetic Ward 3166,6693,129.12,5,High,0.59
3365,Synthetic Ward 3167,5860,291.42,6,Low,0.77
3366,Synthetic Ward 3168,9571,278.51,6,Low,0.64
3367,Synthetic Ward 3169,1960,402.26,6,Low,0.87
3368,Synthetic Ward 3170,3661,139.03,3,Middle,0.92
3369,Synthetic Ward 3171,2047,353.89,2,Middle,0.86
3370,Synthetic Ward 3172,2163,447.72,5,High,0.87
3371,Synthetic Ward 3173,4541,77.54,3,High,0.76
3372,Synthetic Ward 3174,9206,469.3,4,High,0.86
3373,Synthetic Ward 3175,2153,455.16,5,Middle,0.71
3374,Synthetic Ward 3176,7004,43.27,5,Low,0.83
3375,Synthetic Ward 3177,1820,27.17,5,Low,0.63
3376,Synthetic Ward 3178,6338,410.59,6,Middle,0.53
3377,Synthetic Ward 3179,2488,67.1,5,High,0.71
3378,Synthetic Ward 3180,5435,29.1,2,High,0.73
3379,Synthetic Ward 3181,9349,427.29,5,High,0.63
3380,Synthetic Ward 3182,7320,41.1,6,Middle,0.86
3381,Synthetic Ward 3183,1182,345.91,5,High,0.54
3382,Synthetic Ward 3184,9760,106.73,4,High,0.61
3383,Synthetic Ward 3185,8647,258.25,4,Middle,0.87
3384,Synthetic Ward 3186,8136,402.76,6,Low,0.72
3385,Synthetic Ward 3187,5340,422.37,2,Middle,0.85
3386,Synthetic Ward 3188,6279,212.29,2,Middle,0.78
3387,Synthetic Ward 3189,9917,427.55,3,Middle,0.98
3388,Synthetic Ward 3190,9914,415.98,6,Middle,0.8
3389,Synthetic Ward 3191,7710,38.62,5,Low,0.51
3390,Synthetic Ward 3192,440,463.71,6,High,0.68
3391,Synthetic Ward 3193,3539,258.58,3,Middle,0.57
3392,Synthetic Ward 3194,7143,161.68,6,Low,0.96
3393,Synthetic Ward 3195,8514,283.34,6,High,0.55
3394,Synthetic Ward 3196,3334,437.63,3,High,0.69
3395,Synthetic Ward 3197,365,312.79,2,High,0.61
3396,Synthetic Ward 3198,5728,197.08,5,Middle,0.92
3397,Synthetic Ward 3199,4796,215.45,3,Middle,0.65
3398,Synthetic Ward 3200,5694,254.64,4,High,1.0
3399,Synthetic Ward 3201,7274,400.94,2,High,0.52
3400,Synthetic Ward 3202,7937,311.56,4,High,0.56
3401,Synthetic Ward 3203,9379,443.4,2,High,0.61
3402,Synthetic Ward 3204,2012,100.45,5,High,0.91
3403,Synthetic Ward 3205,4954,339.08,5,High,0.94
3404,Synthetic Ward 3206,7097,17.77,6,Low,0.54
3405,Synthetic Ward 3207,3349,316.47,4,High,0.52
3406,Synthetic Ward 3208,2541,52.1,2,Middle,0.87
3407,Synthetic Ward 3209,7762,54.18,5,Middle,0.57
3408,Synthetic Ward 3210,9688,472.45,3,Middle,0.57
3409,Synthetic Ward 3211,9406,324.05,5,High,0.51
3410,Synthetic Ward 3212,3335,88.04,3,Middle,0.52
3411,Synthetic Ward 3213,8262,35.45,2,Low,0.63
3412,Synthetic Ward 3214,9131,124.06,5,High,0.53
3413,Synthetic Ward 3215,5277,213.42,5,Middle,0.68
3414,Synthetic Ward 3216,9863,31.24,2,Low,0.92
3415,Synthetic Ward 3217,161,138.83,5,Low,0.66
3416,Synthetic Ward 3218,7018,469.88,3,Middle,0.86
3417,Synthetic Ward 3219,7696,340.12,5,Low,0.55
3418,Synthetic Ward 3220,2131,226.38,4,Middle,0.83
3419,Synthetic Ward 3221,1627,276.02,6,Low,0.66
3420,Synthetic Ward 3222,7513,44.31,3,High,0.87
3421,Synthetic Ward 3223,5434,148.52,4,High,0.57
3422,Synthetic Ward 3224,5137,171.78,2,High,0.95
3423,Synthetic Ward 3225,212,26.04,3,High,0.62
3424,Synthetic Ward 3226,4429,72.52,6,High,0.68
3425,Synthetic Ward 3227,253,286.03,6,Middle,0.98
3426,Synthetic Ward 3228,182,216.98,2,High,0.79
3427,Synthetic Ward 3229,6958,476.38,2,High,0.68
3428,Synthetic Ward 3230,1033,49.55,3,High,0.97
3429,Synthetic Ward 3231,9038,206.47,5,High,0.66
3430,Synthetic Ward 3232,1090,416.84,2,Low,0.55
3431,Synthetic Ward 3233,1579,223.11,5,High,1.0
3432,Synthetic Ward 3234,4819,408.65,4,High,0.63
3433,Synthetic Ward 3235,227,223.77,6,Middle,0.93
3434,Synthetic Ward 3236,6755,220.56,5,Low,0.58
3435,Synthetic Ward 3237,2145,132.13,6,Middle,0.87
3436,Synthetic Ward 3238,6391,91.84,5,High,0.76
3437,Synthetic Ward 3239,331,63.03,4,Middle,0.99
3438,Synthetic Ward 3240,5244,418.06,2,Middle,0.78
3439,Synthetic Ward 3241,6595,348.93,4,High,0.51
3440,Synthetic Ward 3242,6882,378.96,2,Low,0.8
3441,Synthetic Ward 3243,7651,220.87,2,Low,0.57
3442,Synthetic Ward 3244,9600,85.83,6,Middle,0.9
3443,Synthetic Ward 3245,4820,458.61,4,High,0.93
3444,Synthetic Ward 3246,3839,25.31,5,Middle,0.74
3445,Synthetic Ward 3247,2192,48.98,4,Middle,0.89
3446,Synthetic Ward 3248,5295,359.99,6,Middle,0.57
3447,Synthetic Ward 3249,9842,419.9,2,High,0.75
3448,Synthetic Ward 3250,241,201.16,6,High,0.7
3449,Synthetic Ward 3251,8892,172.87,3,Low,0.81
3450,Synthetic Ward 3252,3273,187.42,3,High,0.52
3451,Synthetic Ward 3253,2937,107.81,5,Middle,0.88
3452,Synthetic Ward 3254,2178,299.36,6,Middle,0.54
3453,Synthetic Ward 3255,9246,290.65,5,Low,0.83
3454,Synthetic Ward 3256,184,83.85,5,High,0.51
3455,Synthetic Ward 3257,5121,131.57,3,Middle,0.92
3456,Synthetic Ward 3258,7680,188.19,5,Low,0.59
3457,Synthetic Ward 3259,6741,394.2,3,Low,0.76
3458,Synthetic Ward 3260,206,226.09,2,Middle,0.63
3459,Synthetic Ward 3261,6485,68.97,6,Middle,0.86
3460,Synthetic Ward 3262,1079,290.23,5,High,0.66
3461,Synthetic Ward 3263,3456,216.61,3,Low,0.86
3462,Synthetic Ward 3264,1323,228.99,4,Middle,0.64
3463,Synthetic Ward 3265,6616,291.41,5,Low,0.88
3464,Synthetic Ward 3266,9530,470.84,2,High,0.52
3465,Synthetic Ward 3267,2028,449.11,2,Middle,0.64
3466,Synthetic Ward 3268,2434,258.01,4,High,0.75
3467,Synthetic Ward 3269,6031,332.25,3,Low,0.52
3468,Synthetic Ward 3270,327,117.13,5,High,0.59
3469,Synthetic Ward 3271,8460,43.83,3,High,0.97
3470,Synthetic Ward 3272,7407,40.17,2,Low,0.99
3471,Synthetic Ward 3273,2200,463.04,3,High,0.87
3472,Synthetic Ward 3274,884,418.07,2,Low,0.63
3473,Synthetic Ward 3275,871,55.13,3,Middle,0.63
3474,Synthetic Ward 3276,1219,239.5,4,Low,0.82
3475,Synthetic Ward 3277,9657,215.96,6,Low,0.56
3476,Synthetic Ward 3278,9437,208.37,4,Middle,0.97
3477,Synthetic Ward 3279,7243,46.81,4,Low,0.61
3478,Synthetic Ward 3280,3643,325.67,6,Middle,1.0
3479,Synthetic Ward 3281,3115,90.09,6,Middle,0.75
3480,Synthetic Ward 3282,5436,446.67,5,Low,0.89
3481,Synthetic Ward 3283,417,131.68,5,High,0.5
3482,Synthetic Ward 3284,746,186.25,4,High,0.94
3483,Synthetic Ward 3285,7894,498.91,4,Middle,0.64
3484,Synthetic Ward 3286,1147,304.25,2,High,0.83
3485,Synthetic Ward 3287,2818,493.66,2,High,0.9
3486,Synthetic Ward 3288,9813,414.86,5,Low,0.58
3487,Synthetic Ward 3289,2355,41.17,5,Middle,0.72
3488,Synthetic Ward 3290,1002,345.9,2,Middle,0.75
3489,Synthetic Ward 3291,2548,490.2,2,Low,0.66
3490,Synthetic Ward 3292,2398,380.88,3,High,0.74
3491,Synthetic Ward 3293,5856,397.11,3,Middle,0.66
3492,Synthetic Ward 3294,7121,15.74,2,High,0.68
3493,Synthetic Ward 3295,4245,435.75,3,Middle,0.83
3494,Synthetic Ward 3296,4375,159.13,6,Middle,0.82
3495,Synthetic Ward 3297,7527,453.57,5,Middle,0.62
3496,Synthetic Ward 3298,1249,401.82,5,Middle,0.95
3497,Synthetic Ward 3299,414,118.47,2,High,0.93
3498,Synthetic Ward 3300,6281,326.54,4,High,0.75
3499,Synthetic Ward 3301,460,401.16,2,High,0.72
3500,Synthetic Ward 3302,6869,339.63,3,High,0.69
3501,Synthetic Ward 3303,1158,237.87,4,Low,0.85
3502,Synthetic Ward 3304,9117,335.21,3,Middle,0.84
3503,Synthetic Ward 3305,3287,111.07,6,Middle,0.6
3504,Synthetic Ward 3306,5890,123.12,3,Middle,0.84
3505,Synthetic Ward 3307,9254,453.19,6,Low,0.63
3506,Synthetic Ward 3308,3637,75.45,6,High,0.51
3507,Synthetic Ward 3309,4041,277.51,3,Middle,0.85
3508,Synthetic Ward 3310,8301,444.01,3,High,0.82
3509,Synthetic Ward 3311,6585,243.98,6,High,0.71
3510,Synthetic Ward 3312,8761,381.66,4,Low,0.76
3511,Synthetic Ward 3313,3159,478.54,6,Low,0.97
3512,Synthetic Ward 3314,3547,128.03,5,High,0.8
3513,Synthetic Ward 3315,6287,227.16,6,Middle,0.83
3514,Synthetic Ward 3316,195,14.95,4,Middle,0.53
3515,Synthetic Ward 3317,8577,52.89,5,Low,0.58
3516,Synthetic Ward 3318,5688,444.35,2,Low,0.65
3517,Synthetic Ward 3319,1545,366.46,2,Low,0.77
3518,Synthetic Ward 3320,349,482.31,4,Low,0.89
3519,Synthetic Ward 3321,6307,428.6,6,Low,0.66
3520,Synthetic Ward 3322,1718,115.49,3,Low,0.68
3521,Synthetic Ward 3323,2319,415.73,4,Low,0.63
3522,Synthetic Ward 3324,1046,158.44,5,Middle,0.63
